Chromosome Name	Strand	Ensembl Transcript ID	Ensembl Transcript ID	Transcript Start (bp)	Transcript End (bp)
11	-1	ENST00000397542	ENST00000397542	606575	615007
11	-1	ENST00000349570	ENST00000349570	606575	615007
11	-1	ENST00000326366	ENST00000326366	606838	615007
22	1	ENST00000366425	ENST00000366425	18091066	18092297
6	-1	ENST00000406327	ENST00000406327	122221096	122221608
c6_COX	1	ENST00000400232	ENST00000400232	31649352	31661298
c6_COX	1	ENST00000383308	ENST00000383308	31650062	31661298
c6_COX	1	ENST00000383307	ENST00000383307	31650094	31661298
X	-1	ENST00000381401	ENST00000381401	1465144	1470993
c6_COX	1	ENST00000401397	ENST00000401397	30003117	30004248
6	-1	ENST00000407141	ENST00000407141	124803348	124803826
6	1	ENST00000402084	ENST00000402084	107657656	107658049
16	1	ENST00000404312	ENST00000404312	273166	277115
16	1	ENST00000219406	ENST00000219406	273119	277210
4	-1	ENST00000337190	ENST00000337190	2218958	2233537
6	-1	ENST00000402555	ENST00000402555	53208529	53209054
5	1	ENST00000280326	ENST00000280326	10303282	10319501
21	1	ENST00000400527	ENST00000400527	29487672	29582397
21	1	ENST00000399921	ENST00000399921	29593608	29640340
21	1	ENST00000286800	ENST00000286800	29593091	29640340
21	1	ENST00000382845	ENST00000382845	29593091	29645921
21	1	ENST00000399919	ENST00000399919	29599431	29656088
13	-1	ENST00000381884	ENST00000381884	24354416	24395085
c6_COX	-1	ENST00000383310	ENST00000383310	31646948	31649119
c6_COX	-1	ENST00000383311	ENST00000383311	31646948	31649089
19	-1	ENST00000333175	ENST00000333175	960650	972141
19	-1	ENST00000356663	ENST00000356663	960650	972141
18	1	ENST00000317702	ENST00000317702	12298257	12316567
6	-1	ENST00000402383	ENST00000402383	126965191	126966490
15	-1	ENST00000314404	ENST00000314404	29020705	29071073
15	-1	ENST00000340566	ENST00000340566	29026198	29071099
4	-1	ENST00000354245	ENST00000354245	2220991	2233621
c6_COX	-1	ENST00000406827	ENST00000406827	30046653	30047645
9	1	ENST00000394891	ENST00000394891	109842248	109842702
1	1	ENST00000407162	ENST00000407162	21967349	21967709
5	-1	ENST00000382492	ENST00000382492	9682115	9683467
20	-1	ENST00000381808	ENST00000381808	1238619	1242317
20	-1	ENST00000245974	ENST00000245974	1238627	1257838
20	-1	ENST00000339987	ENST00000339987	1238619	1254513
20	-1	ENST00000381812	ENST00000381812	1238619	1254351
20	-1	ENST00000360779	ENST00000360779	1238627	1257838
8	1	ENST00000335135	ENST00000335135	11599162	11654918
8	1	ENST00000382335	ENST00000382335	11602991	11654049
8	1	ENST00000259090	ENST00000259090	11603231	11653393
5	-1	ENST00000280330	ENST00000280330	10279438	10303014
1	-1	ENST00000401087	ENST00000401087	16762999	16791276
1	-1	ENST00000287968	ENST00000287968	16763025	16812569
1	1	ENST00000407882	ENST00000407882	246220192	246221125
1	1	ENST00000401433	ENST00000401433	246233054	246233987
1	1	ENST00000294774	ENST00000294774	246351857	246352807
8	1	ENST00000304233	ENST00000304233	11471453	11476259
4	-1	ENST00000243706	ENST00000243706	2199894	2213658
16	1	ENST00000382961	ENST00000382961	270856	273004
16	1	ENST00000219409	ENST00000219409	270607	273004
12	1	ENST00000228843	ENST00000228843	4518317	4539475
12	1	ENST00000352618	ENST00000352618	4518317	4539475
12	1	ENST00000321524	ENST00000321524	4518317	4539475
1	1	ENST00000357301	ENST00000357301	16734842	16737256
17	1	ENST00000254722	ENST00000254722	1612009	1627618
6	-1	ENST00000405630	ENST00000405630	139013056	139013803
2	-1	ENST00000356337	ENST00000356337	69525776	69526315
6	1	ENST00000404721	ENST00000404721	119210680	119210971
3	1	ENST00000296003	ENST00000296003	9666144	9719076
3	1	ENST00000353332	ENST00000353332	9666144	9719076
3	1	ENST00000351233	ENST00000351233	9666144	9719076
19	1	ENST00000234389	ENST00000234389	951437	960721
2	-1	ENST00000407036	ENST00000407036	62641697	62642062
9	1	ENST00000306634	ENST00000306634	110428922	110429295
6	1	ENST00000406187	ENST00000406187	86497808	86498448
X	1	ENST00000381469	ENST00000381469	1415509	1461581
X	1	ENST00000331035	ENST00000331035	1415509	1461581
18	1	ENST00000342845	ENST00000342845	12244628	12267592
18	1	ENST00000320477	ENST00000320477	12244318	12267592
8	1	ENST00000259089	ENST00000259089	11388930	11459516
c6_QBL	-1	ENST00000402097	ENST00000402097	31371751	31457928
c6_QBL	-1	ENST00000383620	ENST00000383620	31456916	31457994
c6_QBL	-1	ENST00000359635	ENST00000359635	31454869	31457994
3	-1	ENST00000287585	ENST00000287585	9515046	9570486
15	1	ENST00000362065	ENST00000362065	28983399	29022600
6	-1	ENST00000402041	ENST00000402041	117476526	117476694
12	-1	ENST00000261250	ENST00000261250	4467195	4517898
12	-1	ENST00000406571	ENST00000406571	4468852	4517935
15	1	ENST00000220188	ENST00000220188	28876855	28881227
15	1	ENST00000366119	ENST00000366119	28795810	28848794
18	1	ENST00000314074	ENST00000314074	12084050	12119746
8	1	ENST00000284481	ENST00000284481	11263321	11333576
18	-1	ENST00000391405	ENST00000391405	12046672	12047814
7	1	ENST00000339737	ENST00000339737	2249066	2257306
7	1	ENST00000397046	ENST00000397046	2248420	2257306
7	1	ENST00000356714	ENST00000356714	2248383	2257306
7	1	ENST00000397047	ENST00000397047	2248402	2257306
7	1	ENST00000343985	ENST00000343985	2249066	2257306
7	1	ENST00000397048	ENST00000397048	2248422	2257306
7	1	ENST00000397049	ENST00000397049	2248383	2257306
20	1	ENST00000381873	ENST00000381873	1194960	1237969
20	1	ENST00000381867	ENST00000381867	1194999	1237972
20	1	ENST00000381876	ENST00000381876	1171424	1237969
20	1	ENST00000278844	ENST00000278844	1169012	1171489
20	1	ENST00000381882	ENST00000381882	1166741	1171836
20	1	ENST00000246108	ENST00000246108	1154701	1162834
20	1	ENST00000409241	ENST00000409241	1154764	1183145
20	1	ENST00000402452	ENST00000402452	1154700	1225065
c6_COX	-1	ENST00000405530	ENST00000405530	29859728	29860148
20	1	ENST00000400633	ENST00000400633	1132098	1136918
19	1	ENST00000251289	ENST00000251289	935328	945569
5	-1	ENST00000382496	ENST00000382496	9088139	9599233
12	-1	ENST00000228837	ENST00000228837	4413569	4425041
15	1	ENST00000341721	ENST00000341721	28705695	28765101
6	1	ENST00000407987	ENST00000407987	86635390	86635901
c6_COX	-1	ENST00000403355	ENST00000403355	29586633	29587679
c6_COX	-1	ENST00000402829	ENST00000402829	29600879	29601284
1	1	ENST00000406746	ENST00000406746	16639806	16659159
1	1	ENST00000337132	ENST00000337132	16639820	16659159
1	1	ENST00000263498	ENST00000263498	16639806	16659159
17	1	ENST00000324015	ENST00000324015	1592880	1605309
17	1	ENST00000382061	ENST00000382061	1593070	1605309
4	-1	ENST00000382857	ENST00000382857	2050017	2148813
4	-1	ENST00000382865	ENST00000382865	2043443	2200756
4	-1	ENST00000253313	ENST00000253313	2043476	2200756
2	-1	ENST00000406411	ENST00000406411	155505299	155505825
2	-1	ENST00000402031	ENST00000402031	171939687	171940034
c6_COX	-1	ENST00000383312	ENST00000383312	31632708	31644186
c6_COX	-1	ENST00000400254	ENST00000400254	31632708	31643023
c6_COX	-1	ENST00000400258	ENST00000400258	31632708	31644934
c6_COX	-1	ENST00000383315	ENST00000383315	31632708	31649064
c6_COX	-1	ENST00000400260	ENST00000400260	31632708	31644934
6	-1	ENST00000403778	ENST00000403778	27109193	27110068
6	-1	ENST00000406212	ENST00000406212	27136123	27137007
20	-1	ENST00000381894	ENST00000381894	1109215	1113117
8	-1	ENST00000398342	ENST00000398342	11318937	11340288
8	-1	ENST00000284486	ENST00000284486	11316391	11361663
2	1	ENST00000403954	ENST00000403954	42613410	42614086
21	1	ENST00000399926	ENST00000399926	29424830	29469206
21	1	ENST00000399925	ENST00000399925	29425153	29469218
21	1	ENST00000399928	ENST00000399928	29424677	29470081
21	1	ENST00000339024	ENST00000339024	29386446	29470081
21	1	ENST00000399934	ENST00000399934	29371825	29470081
21	1	ENST00000399935	ENST00000399935	29371825	29470079
21	1	ENST00000399940	ENST00000399940	29371825	29386831
21	1	ENST00000286791	ENST00000286791	29371825	29470079
21	1	ENST00000341618	ENST00000341618	29371825	29470079
21	1	ENST00000399947	ENST00000399947	29374744	29470075
15	-1	ENST00000382920	ENST00000382920	28690363	28690869
12	-1	ENST00000237837	ENST00000237837	4347654	4359155
22	1	ENST00000406172	ENST00000406172	18085981	18090842
22	1	ENST00000383045	ENST00000383045	18085955	18090152
22	1	ENST00000399457	ENST00000399457	18086213	18092297
22	1	ENST00000330488	ENST00000330488	18085897	18092297
22	1	ENST00000406395	ENST00000406395	18082027	18090797
22	1	ENST00000332481	ENST00000332481	18081987	18092297
11	-1	ENST00000397562	ENST00000397562	602559	605652
11	-1	ENST00000330243	ENST00000330243	602591	605970
11	-1	ENST00000397566	ENST00000397566	602555	605728
11	-1	ENST00000397574	ENST00000397574	602555	605999
11	-1	ENST00000397570	ENST00000397570	602555	605999
11	-1	ENST00000337293	ENST00000337293	602559	605652
11	-1	ENST00000348655	ENST00000348655	602559	605652
4	1	ENST00000331662	ENST00000331662	2031385	2037433
14	-1	ENST00000298684	ENST00000298684	20554810	20561326
14	-1	ENST00000397847	ENST00000397847	20554772	20563735
14	-1	ENST00000397844	ENST00000397844	20554850	20563503
14	-1	ENST00000360463	ENST00000360463	20554772	20563723
14	-1	ENST00000298687	ENST00000298687	20554763	20563775
14	-1	ENST00000350792	ENST00000350792	20554763	20563775
14	-1	ENST00000397858	ENST00000397858	20554763	20563775
14	-1	ENST00000397853	ENST00000397853	20554763	20563104
14	-1	ENST00000397851	ENST00000397851	20554763	20563104
14	-1	ENST00000403829	ENST00000403829	20554772	20563098
14	-1	ENST00000397856	ENST00000397856	20554772	20563098
14	-1	ENST00000397855	ENST00000397855	20554772	20563098
6	-1	ENST00000405497	ENST00000405497	86426329	86427043
4	1	ENST00000354998	ENST00000354998	122905190	122907412
15	1	ENST00000399994	ENST00000399994	28662420	28680210
7	-1	ENST00000407040	ENST00000407040	2241208	2245405
7	-1	ENST00000332565	ENST00000332565	2240454	2246443
7	-1	ENST00000242257	ENST00000242257	2240454	2248359
17	1	ENST00000309182	ENST00000309182	1566580	1588629
17	1	ENST00000354680	ENST00000354680	1578157	1588629
17	1	ENST00000409644	ENST00000409644	1575004	1588636
18	1	ENST00000383376	ENST00000383376	11971455	11998359
18	1	ENST00000269159	ENST00000269159	11971455	12020876
7	1	ENST00000399652	ENST00000399652	1851462	1856093
c6_COX	1	ENST00000383318	ENST00000383318	31631451	31632720
19	1	ENST00000382537	ENST00000382537	877037	923781
19	1	ENST00000263620	ENST00000263620	877037	923781
1	-1	ENST00000375577	ENST00000375577	16623986	16636498
1	-1	ENST00000375584	ENST00000375584	16594763	16636475
1	-1	ENST00000335496	ENST00000335496	16597725	16636506
15	-1	ENST00000360037	ENST00000360037	28483235	28486882
8	1	ENST00000353180	ENST00000353180	11251018	11263371
8	1	ENST00000326605	ENST00000326605	11234597	11263371
16	-1	ENST00000168869	ENST00000168869	258319	265919
16	-1	ENST00000316163	ENST00000316163	258313	265915
16	-1	ENST00000397768	ENST00000397768	258319	265919
16	-1	ENST00000397770	ENST00000397770	258301	265930
16	-1	ENST00000359740	ENST00000359740	258319	265919
12	1	ENST00000179259	ENST00000179259	4300620	4339449
22	-1	ENST00000403084	ENST00000403084	17890550	17892906
22	-1	ENST00000406028	ENST00000406028	17890547	17895068
22	-1	ENST00000329916	ENST00000329916	17890575	17892894
7	1	ENST00000318959	ENST00000318959	1844906	1856093
7	1	ENST00000402221	ENST00000402221	1844748	1856093
1	1	ENST00000361688	ENST00000361688	156727633	156728388
1	1	ENST00000407872	ENST00000407872	27848517	27848708
X	1	ENST00000342691	ENST00000342691	40652184	40652588
2	1	ENST00000361614	ENST00000361614	81663500	81664354
5	1	ENST00000341013	ENST00000341013	7922302	7931427
5	1	ENST00000264668	ENST00000264668	7922217	7954233
4	1	ENST00000409860	ENST00000409860	2013575	2015489
4	1	ENST00000409248	ENST00000409248	2013518	2015493
4	1	ENST00000382878	ENST00000382878	2013352	2015488
14	1	ENST00000298681	ENST00000298681	20537259	20539870
13	1	ENST00000339524	ENST00000339524	24316017	24352059
13	1	ENST00000381921	ENST00000381921	24236301	24352056
13	1	ENST00000255326	ENST00000255326	24236301	24266402
13	1	ENST00000381919	ENST00000381919	24236301	24292454
13	1	ENST00000255325	ENST00000255325	24236339	24296515
13	1	ENST00000381927	ENST00000381927	24236301	24352056
13	1	ENST00000255324	ENST00000255324	24236301	24352056
11	1	ENST00000264555	ENST00000264555	566486	602220
17	-1	ENST00000334146	ENST00000334146	1561555	1566254
17	-1	ENST00000397273	ENST00000397273	1561557	1566255
6	1	ENST00000307155	ENST00000307155	155069469	155070621
17	-1	ENST00000330676	ENST00000330676	1557820	1560412
20	1	ENST00000381898	ENST00000381898	1055949	1094132
20	1	ENST00000381899	ENST00000381899	1042016	1054571
20	1	ENST00000335877	ENST00000335877	1047241	1097022
20	1	ENST00000333082	ENST00000333082	1041906	1096426
20	1	ENST00000246015	ENST00000246015	1047241	1095972
c6_COX	1	ENST00000400273	ENST00000400273	31600611	31613620
c6_COX	1	ENST00000383319	ENST00000383319	31600685	31613617
8	1	ENST00000382435	ENST00000382435	11225905	11227105
1	1	ENST00000401088	ENST00000401088	16590457	16594674
1	1	ENST00000401089	ENST00000401089	16566307	16595442
1	1	ENST00000375590	ENST00000375590	16566325	16597224
3	1	ENST00000402198	ENST00000402198	9414403	9494838
3	1	ENST00000302463	ENST00000302463	9446634	9493162
3	1	ENST00000402466	ENST00000402466	9414403	9494838
3	1	ENST00000407969	ENST00000407969	9445609	9494838
3	1	ENST00000406341	ENST00000406341	9414588	9494838
3	1	ENST00000399686	ENST00000399686	9441891	9492500
19	1	ENST00000234371	ENST00000234371	868342	872014
X	-1	ENST00000378131	ENST00000378131	42521666	42522274
3	-1	ENST00000383834	ENST00000383834	9413147	9413668
4	-1	ENST00000382882	ENST00000382882	1954248	1981635
4	-1	ENST00000333877	ENST00000333877	1954255	1980547
21	-1	ENST00000389159	ENST00000389159	29350516	29367989
21	-1	ENST00000286788	ENST00000286788	29350518	29367881
12	1	ENST00000261254	ENST00000261254	4253199	4284777
15	-1	ENST00000397827	ENST00000397827	28440735	28473156
15	-1	ENST00000299847	ENST00000299847	28440735	28473156
5	-1	ENST00000264669	ENST00000264669	7912273	7922115
5	-1	ENST00000282110	ENST00000282110	7912273	7922122
1	-1	ENST00000375592	ENST00000375592	16449147	16551535
20	-1	ENST00000217260	ENST00000217260	887098	930904
20	-1	ENST00000400634	ENST00000400634	887098	930904
5	-1	ENST00000399810	ENST00000399810	7883494	7904603
18	-1	ENST00000317251	ENST00000317251	11876930	11898641
18	-1	ENST00000399978	ENST00000399978	11875028	11898641
18	-1	ENST00000344987	ENST00000344987	11874069	11898329
18	-1	ENST00000309976	ENST00000309976	11873470	11898641
18	-1	ENST00000317235	ENST00000317235	11873470	11898641
15	1	ENST00000354771	ENST00000354771	28275531	28291763
8	1	ENST00000221086	ENST00000221086	11179410	11223062
11	1	ENST00000397582	ENST00000397582	550999	554012
11	1	ENST00000344375	ENST00000344375	550999	553645
11	1	ENST00000397583	ENST00000397583	551450	554018
19	-1	ENST00000361574	ENST00000361574	847503	864200
X	1	ENST00000381507	ENST00000381507	1347701	1388827
X	1	ENST00000381500	ENST00000381500	1361579	1388531
X	1	ENST00000361536	ENST00000361536	1347701	1388827
X	1	ENST00000355805	ENST00000355805	1347701	1388827
X	1	ENST00000381509	ENST00000381509	1347701	1384628
X	1	ENST00000381529	ENST00000381529	1347693	1388815
X	1	ENST00000381524	ENST00000381524	1347701	1388827
X	1	ENST00000355432	ENST00000355432	1347701	1388827
c6_COX	1	ENST00000400281	ENST00000400281	31505307	31520842
c6_COX	1	ENST00000400283	ENST00000400283	31509065	31521766
c6_COX	1	ENST00000304003	ENST00000304003	31506272	31520842
c6_COX	1	ENST00000325816	ENST00000325816	31509120	31520840
16	1	ENST00000301677	ENST00000301677	224546	227295
15	-1	ENST00000382925	ENST00000382925	28221399	28221905
16	1	ENST00000301678	ENST00000301678	224846	256120
16	1	ENST00000399932	ENST00000399932	224833	256119
16	1	ENST00000301679	ENST00000301679	224802	258971
X	1	ENST00000377927	ENST00000377927	45475521	45476189
6	1	ENST00000404109	ENST00000404109	4924305	4924727
1	-1	ENST00000375596	ENST00000375596	16430782	16436178
1	-1	ENST00000375599	ENST00000375599	16430782	16436178
8	-1	ENST00000400102	ENST00000400102	11021390	11025155
22	1	ENST00000404724	ENST00000404724	17847461	17888101
22	1	ENST00000407835	ENST00000407835	17846982	17888135
22	1	ENST00000263201	ENST00000263201	17847416	17888134
14	1	ENST00000382985	ENST00000382985	20527805	20535032
14	1	ENST00000339374	ENST00000339374	20527805	20535032
15	1	ENST00000341955	ENST00000341955	28193434	28211236
1	-1	ENST00000375605	ENST00000375605	16427757	16428681
2	-1	ENST00000407123	ENST00000407123	52006334	52006475
20	-1	ENST00000381922	ENST00000381922	801299	844962
12	-1	ENST00000228820	ENST00000228820	3788288	3852863
12	-1	ENST00000397096	ENST00000397096	3786511	3852863
1	1	ENST00000289731	ENST00000289731	157834712	157835542
6	1	ENST00000305491	ENST00000305491	39429501	39429926
6	-1	ENST00000403619	ENST00000403619	39629565	39630697
3	1	ENST00000345094	ENST00000345094	9379736	9402412
3	1	ENST00000404270	ENST00000404270	9379782	9401554
15	1	ENST00000318318	ENST00000318318	28169339	28172994
11	-1	ENST00000329451	ENST00000329451	544858	550779
13	1	ENST00000218548	ENST00000218548	24152695	24183918
13	1	ENST00000381946	ENST00000381946	24152695	24183918
6	-1	ENST00000407695	ENST00000407695	87496145	87496545
7	-1	ENST00000402746	ENST00000402746	1821956	2239106
7	-1	ENST00000406869	ENST00000406869	1821956	2239404
7	-1	ENST00000399654	ENST00000399654	1821956	2239109
7	-1	ENST00000265854	ENST00000265854	1821956	2236304
5	-1	ENST00000355361	ENST00000355361	171968850	171969041
6	1	ENST00000405341	ENST00000405341	158265422	158265696
12	-1	ENST00000252322	ENST00000252322	3627370	3732524
8	-1	ENST00000297303	ENST00000297303	11089392	11096258
8	-1	ENST00000304437	ENST00000304437	10791075	10897401
8	-1	ENST00000382461	ENST00000382461	10791075	11096258
17	-1	ENST00000311858	ENST00000311858	1500674	1534891
17	-1	ENST00000304992	ENST00000304992	1500674	1534926
13	1	ENST00000381974	ENST00000381974	24052346	24069808
6	-1	ENST00000401879	ENST00000401879	132143501	132144145
6	-1	ENST00000402323	ENST00000402323	53989240	53989534
1	-1	ENST00000270747	ENST00000270747	16397186	16411691
1	-1	ENST00000375607	ENST00000375607	16397669	16411691
c6_COX	-1	ENST00000405672	ENST00000405672	31487578	31487792
6	-1	ENST00000407841	ENST00000407841	128022528	128023417
7	-1	ENST00000382528	ENST00000382528	1698972	1700487
X	-1	ENST00000381566	ENST00000381566	1277790	1291527
X	-1	ENST00000400047	ENST00000400047	1274885	1291527
X	-1	ENST00000381567	ENST00000381567	1274885	1291530
14	1	ENST00000304625	ENST00000304625	20493470	20494434
12	-1	ENST00000333750	ENST00000333750	3596086	3613157
18	1	ENST00000269162	ENST00000269162	11742433	11872683
18	1	ENST00000334049	ENST00000334049	11679563	11872683
20	1	ENST00000246100	ENST00000246100	764711	774922
20	1	ENST00000381939	ENST00000381939	762427	774922
20	1	ENST00000304189	ENST00000304189	762420	774922
20	1	ENST00000381941	ENST00000381941	762356	774922
21	1	ENST00000399975	ENST00000399975	29318821	29348680
21	1	ENST00000399973	ENST00000399973	29318848	29329111
21	1	ENST00000334352	ENST00000334352	29318809	29348676
21	1	ENST00000399976	ENST00000399976	29318809	29348676
11	1	ENST00000270115	ENST00000270115	527527	544913
X	1	ENST00000330085	ENST00000330085	48682207	48683023
7	-1	ENST00000252329	ENST00000252329	1573775	1577167
7	-1	ENST00000404674	ENST00000404674	1573513	1576207
7	-1	ENST00000288607	ENST00000288607	1573498	1576155
14	1	ENST00000258817	ENST00000258817	20457641	20458120
20	-1	ENST00000217256	ENST00000217256	768043	768620
17	-1	ENST00000301336	ENST00000301336	1496199	1500142
5	-1	ENST00000382550	ENST00000382550	7352487	7354545
5	1	ENST00000382532	ENST00000382532	7449405	7881878
5	1	ENST00000382531	ENST00000382531	7449343	7883194
5	1	ENST00000338316	ENST00000338316	7449343	7883194
X	1	ENST00000381578	ENST00000381578	505079	527558
X	1	ENST00000381575	ENST00000381575	511542	540146
X	1	ENST00000334060	ENST00000334060	505079	540146
6	-1	ENST00000403742	ENST00000403742	74157482	74158211
8	-1	ENST00000354846	ENST00000354846	10659885	10734796
8	-1	ENST00000314787	ENST00000314787	10659885	10734796
20	-1	ENST00000381944	ENST00000381944	688724	697131
20	-1	ENST00000217254	ENST00000217254	688725	697228
14	1	ENST00000396624	ENST00000396624	30360384	30360819
22	-1	ENST00000399523	ENST00000399523	17818144	17846695
22	-1	ENST00000263202	ENST00000263202	17817701	17846726
22	-1	ENST00000360834	ENST00000360834	17817701	17846726
22	-1	ENST00000399525	ENST00000399525	17818148	17846695
14	1	ENST00000304639	ENST00000304639	20429402	20430347
21	-1	ENST00000286777	ENST00000286777	29299953	29313563
13	-1	ENST00000381989	ENST00000381989	23893075	23984948
5	1	ENST00000230859	ENST00000230859	6767718	6810161
20	-1	ENST00000246104	ENST00000246104	590241	604823
8	-1	ENST00000304501	ENST00000304501	10618688	10625432
7	-1	ENST00000319010	ENST00000319010	1553114	1562592
7	-1	ENST00000319018	ENST00000319018	1552322	1562592
12	1	ENST00000261252	ENST00000261252	3517641	3573392
12	1	ENST00000382622	ENST00000382622	3470686	3573392
3	-1	ENST00000383836	ENST00000383836	8997278	9266311
3	-1	ENST00000360413	ENST00000360413	8997278	9266311
12	-1	ENST00000391424	ENST00000391424	3466281	3466667
19	-1	ENST00000269814	ENST00000269814	818964	844200
19	-1	ENST00000312090	ENST00000312090	818964	844200
19	-1	ENST00000395808	ENST00000395808	818964	844200
19	-1	ENST00000325464	ENST00000325464	818964	844218
1	-1	ENST00000407976	ENST00000407976	16323420	16355151
1	-1	ENST00000358432	ENST00000358432	16323426	16355132
18	-1	ENST00000283050	ENST00000283050	11609580	11629419
5	1	ENST00000274192	ENST00000274192	6686500	6722673
8	1	ENST00000304519	ENST00000304519	10567557	10595513
22	-1	ENST00000399562	ENST00000399562	17810899	17815220
22	-1	ENST00000333059	ENST00000333059	17810894	17815755
22	-1	ENST00000399568	ENST00000399568	17808409	17815215
20	-1	ENST00000381962	ENST00000381962	575270	581890
6	-1	ENST00000406011	ENST00000406011	158856625	158857249
1	-1	ENST00000375662	ENST00000375662	16256852	16272714
16	-1	ENST00000397780	ENST00000397780	179896	217686
16	-1	ENST00000397783	ENST00000397783	178971	219463
16	-1	ENST00000337351	ENST00000337351	178971	219450
16	-1	ENST00000293872	ENST00000293872	178975	219450
MT	1	ENST00000361453	ENST00000361453	4471	5512
15	-1	ENST00000356107	ENST00000356107	27779648	27857466
15	-1	ENST00000346128	ENST00000346128	27779648	27901998
15	-1	ENST00000400007	ENST00000400007	27779648	27901998
15	-1	ENST00000400011	ENST00000400011	27778863	27901043
15	-1	ENST00000400013	ENST00000400013	27778863	27901974
2	1	ENST00000405922	ENST00000405922	26236396	26237509
15	-1	ENST00000332303	ENST00000332303	27347645	27349325
7	-1	ENST00000297477	ENST00000297477	1548398	1562592
8	-1	ENST00000329335	ENST00000329335	10516016	10607107
8	-1	ENST00000382483	ENST00000382483	10501269	10550027
13	1	ENST00000382066	ENST00000382066	23787624	23794097
13	1	ENST00000382057	ENST00000382057	23781716	23793718
13	1	ENST00000382071	ENST00000382071	23779304	23794673
13	1	ENST00000332018	ENST00000332018	23781716	23794661
19	1	ENST00000327726	ENST00000327726	810665	814606
18	-1	ENST00000302079	ENST00000302079	10784068	10861413
1	1	ENST00000392097	ENST00000392097	167722004	167723470
3	-1	ENST00000264926	ENST00000264926	8896561	8980146
16	1	ENST00000199708	ENST00000199708	170335	171178
2	-1	ENST00000403499	ENST00000403499	89390770	89391016
17	-1	ENST00000263071	ENST00000263071	1483903	1495791
17	-1	ENST00000348987	ENST00000348987	1483913	1495797
22	1	ENST00000333130	ENST00000333130	17800036	17803594
7	1	ENST00000399706	ENST00000399706	1536867	1549204
8	1	ENST00000328655	ENST00000328655	10420491	10433738
18	-1	ENST00000383408	ENST00000383408	10721474	10777140
6	1	ENST00000404225	ENST00000404225	100731806	100732789
6	-1	ENST00000406101	ENST00000406101	73923961	73924583
6	1	ENST00000406984	ENST00000406984	56977289	56977557
14	-1	ENST00000340900	ENST00000340900	20339355	20340876
14	-1	ENST00000397970	ENST00000397970	20339355	20340876
14	-1	ENST00000397967	ENST00000397967	20339355	20340876
12	1	ENST00000407263	ENST00000407263	3180602	3261535
12	1	ENST00000011898	ENST00000011898	3056818	3265990
6	1	ENST00000405282	ENST00000405282	150395598	150396395
6	1	ENST00000406496	ENST00000406496	28052907	28053832
8	1	ENST00000338452	ENST00000338452	52892696	52893522
X	1	ENST00000356030	ENST00000356030	56117482	56118739
21	-1	ENST00000389195	ENST00000389195	29255510	29287141
21	-1	ENST00000361371	ENST00000361371	29222337	29287095
21	-1	ENST00000389194	ENST00000389194	29222337	29287141
15	-1	ENST00000261275	ENST00000261275	27199749	27276047
19	1	ENST00000263621	ENST00000263621	803291	807242
20	-1	ENST00000246080	ENST00000246080	532441	538953
X	-1	ENST00000381612	ENST00000381612	214970	222644
X	-1	ENST00000361450	ENST00000361450	214974	267627
X	-1	ENST00000381625	ENST00000381625	214974	254506
X	-1	ENST00000390665	ENST00000390665	214974	267627
12	1	ENST00000320067	ENST00000320067	64803540	64804062
8	1	ENST00000379571	ENST00000379571	54614977	54615509
5	-1	ENST00000264670	ENST00000264670	6652355	6686157
11	-1	ENST00000397594	ENST00000397594	522242	524375
11	-1	ENST00000311175	ENST00000311175	522243	525550
11	-1	ENST00000397596	ENST00000397596	522517	525339
11	-1	ENST00000388730	ENST00000388730	522242	525591
11	-1	ENST00000311189	ENST00000311189	522243	525550
3	-1	ENST00000316793	ENST00000316793	8767114	8786300
18	-1	ENST00000285141	ENST00000285141	10660864	10687814
1	-1	ENST00000401581	ENST00000401581	245419776	245439418
1	1	ENST00000403387	ENST00000403387	245459865	245461803
14	1	ENST00000304677	ENST00000304677	20319050	20320464
21	-1	ENST00000351429	ENST00000351429	29166384	29179564
21	-1	ENST00000303775	ENST00000303775	29166384	29179564
6	1	ENST00000404522	ENST00000404522	108745976	108746301
6	-1	ENST00000403804	ENST00000403804	108800669	108800824
14	1	ENST00000326842	ENST00000326842	20283939	20286379
14	1	ENST00000326783	ENST00000326783	20306426	20308947
6	1	ENST00000402075	ENST00000402075	82530647	82530939
7	1	ENST00000403150	ENST00000403150	1543649	1548848
7	1	ENST00000343242	ENST00000343242	1536894	1549205
5	1	ENST00000399816	ENST00000399816	6502088	6545705
21	1	ENST00000324988	ENST00000324988	28307572	28317143
X	-1	ENST00000326153	ENST00000326153	160025	170886
19	1	ENST00000234347	ENST00000234347	791985	799175
22	-1	ENST00000263208	ENST00000263208	17698224	17799219
22	-1	ENST00000340170	ENST00000340170	17698224	17799219
17	1	ENST00000333436	ENST00000333436	52477838	52479154
2	1	ENST00000406356	ENST00000406356	22393430	22393621
1	1	ENST00000407211	ENST00000407211	554883	555926
4	1	ENST00000312087	ENST00000312087	1864307	1953728
4	1	ENST00000382888	ENST00000382888	1923633	1950440
4	1	ENST00000398261	ENST00000398261	1872151	1920343
4	1	ENST00000382889	ENST00000382889	1864307	1913926
4	1	ENST00000350915	ENST00000350915	1863689	1953732
4	1	ENST00000353275	ENST00000353275	1842921	1953728
4	1	ENST00000382895	ENST00000382895	1864307	1953728
4	1	ENST00000382892	ENST00000382892	1864307	1953728
