Chromosome	Strand	CpG Island ID	Segment ID	CpG Island Start (bp)	CpG Island End (bp)
5	NA	4951_CpG:60_strong-island	4951_CpG:60_strong-island	147644451	147645048
5	NA	4952_CpG:54_strong-island	4952_CpG:54_strong-island	147656523	147657159
5	NA	4953_CpG:57_strong-island	4953_CpG:57_strong-island	147760068	147760599
5	NA	4954_CpG:26_strong-island	4954_CpG:26_strong-island	147775093	147775383
5	NA	4955_CpG:21_strong-island	4955_CpG:21_strong-island	147840796	147841008
5	NA	4956_CpG:125_weak-island	4956_CpG:125_weak-island	147887786	147889364
5	NA	4957_CpG:59_strong-island	4957_CpG:59_strong-island	147924237	147924924
5	NA	4958_CpG:84_strong-island	4958_CpG:84_strong-island	148000187	148001027
5	NA	4959_CpG:33_strong-island	4959_CpG:33_strong-island	148001391	148001845
5	NA	4960_CpG:37_weak-island	4960_CpG:37_weak-island	148081713	148082204
5	NA	4961_CpG:22_weak-island	4961_CpG:22_weak-island	148086173	148086397
5	NA	4962_CpG:48_weak-island	4962_CpG:48_weak-island	148116066	148116737
5	NA	4963_CpG:98_strong-island	4963_CpG:98_strong-island	148117712	148118928
5	NA	4964_CpG:60_weak-island	4964_CpG:60_weak-island	148211482	148212129
5	NA	3963_CpG:134_strong-island	3963_CpG:134_strong-island	148241460	148242812
5	NA	4965_CpG:149_weak-island	4965_CpG:149_weak-island	148536555	148538208
5	NA	4966_CpG:22_weak-island	4966_CpG:22_weak-island	148563253	148563514
5	NA	4967_CpG:70_strong-island	4967_CpG:70_strong-island	148671953	148672659
5	NA	4968_CpG:21_strong-island	4968_CpG:21_strong-island	148673993	148674272
5	NA	4969_CpG:48_strong-island	4969_CpG:48_strong-island	148706099	148706680
5	NA	4970_CpG:80_strong-island	4970_CpG:80_strong-island	148768763	148769582
5	NA	4971_CpG:89_strong-island	4971_CpG:89_strong-island	149210794	149211586
5	NA	4972_CpG:85_strong-island	4972_CpG:85_strong-island	149363756	149364558
5	NA	4973_CpG:79_strong-island	4973_CpG:79_strong-island	149739958	149740802
5	NA	4974_CpG:24_weak-island	4974_CpG:24_weak-island	149827071	149827435
5	NA	4975_CpG:25_weak-island	4975_CpG:25_weak-island	149842874	149843188
5	NA	4976_CpG:77_strong-island	4976_CpG:77_strong-island	149995689	149996691
5	NA	4977_CpG:36_strong-island	4977_CpG:36_strong-island	150040663	150041023
5	NA	4978_CpG:26_strong-island	4978_CpG:26_strong-island	150099039	150099373
5	NA	4979_CpG:79_strong-island	4979_CpG:79_strong-island	150438411	150439386
5	NA	4980_CpG:100_strong-island	4980_CpG:100_strong-island	150480709	150481467
5	NA	4981_CpG:51_strong-island	4981_CpG:51_strong-island	150921114	150921722
5	NA	4982_CpG:52_strong-island	4982_CpG:52_strong-island	151325128	151325483
5	NA	4983_CpG:122_strong-island	4983_CpG:122_strong-island	151396228	151397274
5	NA	4984_CpG:45_strong-island	4984_CpG:45_strong-island	151467705	151468267
5	NA	4985_CpG:96_strong-island	4985_CpG:96_strong-island	151476157	151477080
5	NA	4986_CpG:97_strong-island	4986_CpG:97_strong-island	151755139	151756066
5	NA	4987_CpG:39_strong-island	4987_CpG:39_strong-island	152036061	152036419
5	NA	4988_CpG:68_strong-island	4988_CpG:68_strong-island	152170997	152171585
6	NA	4991_CpG:29_strong-island	4991_CpG:29_strong-island	3713576	3713862
6	NA	4992_CpG:63_strong-island	4992_CpG:63_strong-island	4550767	4551299
6	NA	4993_CpG:100_strong-island	4993_CpG:100_strong-island	4697291	4698412
6	NA	4994_CpG:88_strong-island	4994_CpG:88_strong-island	4852881	4853874
6	NA	4995_CpG:47_strong-island	4995_CpG:47_strong-island	5248135	5248518
6	NA	4996_CpG:24_weak-island	4996_CpG:24_weak-island	5446015	5446279
6	NA	4997_CpG:28_strong-island	4997_CpG:28_strong-island	5675672	5675924
6	NA	4998_CpG:42_weak-island	4998_CpG:42_weak-island	5955797	5956428
6	NA	4999_CpG:45_weak-island	4999_CpG:45_weak-island	6166759	6167226
6	NA	5000_CpG:51_strong-island	5000_CpG:51_strong-island	6528294	6528726
6	NA	5001_CpG:15_weak-island	5001_CpG:15_weak-island	6548145	6548347
6	NA	5002_CpG:18_strong-island	5002_CpG:18_strong-island	6810760	6810979
6	NA	5003_CpG:21_strong-island	5003_CpG:21_strong-island	6812725	6812995
6	NA	5004_CpG:37_strong-island	5004_CpG:37_strong-island	6813683	6814073
6	NA	5005_CpG:25_strong-island	5005_CpG:25_strong-island	6829318	6829580
6	NA	5006_CpG:19_strong-island	5006_CpG:19_strong-island	6830043	6830255
6	NA	5007_CpG:51_strong-island	5007_CpG:51_strong-island	6831412	6831925
6	NA	5008_CpG:37_strong-island	5008_CpG:37_strong-island	6905842	6906234
6	NA	5009_CpG:31_strong-island	5009_CpG:31_strong-island	7504903	7505232
6	NA	5010_CpG:38_strong-island	5010_CpG:38_strong-island	7642982	7643332
6	NA	5011_CpG:79_strong-island	5011_CpG:79_strong-island	7794531	7795147
6	NA	5012_CpG:76_strong-island	5012_CpG:76_strong-island	8159077	8159710
6	NA	5013_CpG:72_strong-island	5013_CpG:72_strong-island	8208938	8209647
6	NA	5014_CpG:145_strong-island	5014_CpG:145_strong-island	8459075	8460376
6	NA	5015_CpG:53_strong-island	5015_CpG:53_strong-island	8727792	8728320
6	NA	5016_CpG:65_strong-island	5016_CpG:65_strong-island	8898489	8899356
6	NA	5017_CpG:36_strong-island	5017_CpG:36_strong-island	8901048	8901510
6	NA	5018_CpG:31_strong-island	5018_CpG:31_strong-island	11857682	11857955
6	NA	5019_CpG:57_strong-island	5019_CpG:57_strong-island	11875808	11876508
6	NA	5020_CpG:49_strong-island	5020_CpG:49_strong-island	12698826	12699436
6	NA	5021_CpG:46_strong-island	5021_CpG:46_strong-island	13019762	13020109
6	NA	5022_CpG:68_strong-island	5022_CpG:68_strong-island	13557563	13558141
6	NA	5023_CpG:65_strong-island	5023_CpG:65_strong-island	13627459	13628170
6	NA	5024_CpG:32_strong-island	5024_CpG:32_strong-island	13788658	13789075
6	NA	5025_CpG:61_strong-island	5025_CpG:61_strong-island	14851455	14851980
6	NA	5026_CpG:65_weak-island	5026_CpG:65_weak-island	15670722	15671404
6	NA	5027_CpG:58_strong-island	5027_CpG:58_strong-island	17015000	17015543
6	NA	5028_CpG:80_strong-island	5028_CpG:80_strong-island	17413387	17414161
6	NA	5029_CpG:52_strong-island	5029_CpG:52_strong-island	17586840	17587325
6	NA	5030_CpG:106_strong-island	5030_CpG:106_strong-island	17643885	17644907
6	NA	5031_CpG:27_strong-island	5031_CpG:27_strong-island	17790455	17790718
6	NA	5032_CpG:36_strong-island	5032_CpG:36_strong-island	17980271	17980637
6	NA	5033_CpG:16_weak-island	5033_CpG:16_weak-island	18464212	18464425
6	NA	5034_CpG:61_strong-island	5034_CpG:61_strong-island	18464614	18465058
6	NA	5035_CpG:37_strong-island	5035_CpG:37_strong-island	18798477	18798790
6	NA	5036_CpG:97_strong-island	5036_CpG:97_strong-island	21164451	21165805
6	NA	5037_CpG:57_strong-island	5037_CpG:57_strong-island	21801581	21802160
6	NA	5038_CpG:78_strong-island	5038_CpG:78_strong-island	21899379	21900307
6	NA	5039_CpG:84_strong-island	5039_CpG:84_strong-island	22305660	22306335
6	NA	5040_CpG:57_strong-island	5040_CpG:57_strong-island	22825317	22825918
6	NA	5041_CpG:21_strong-island	5041_CpG:21_strong-island	23108861	23109126
6	NA	5042_CpG:21_strong-island	5042_CpG:21_strong-island	23116213	23116478
6	NA	4989_CpG:156_weak-island	4989_CpG:156_weak-island	23197534	23199805
6	NA	5043_CpG:28_weak-island	5043_CpG:28_weak-island	23203713	23204096
6	NA	5044_CpG:104_strong-island	5044_CpG:104_strong-island	23788726	23789661
6	NA	5045_CpG:55_strong-island	5045_CpG:55_strong-island	24477063	24477824
6	NA	5046_CpG:100_strong-island	5046_CpG:100_strong-island	24614466	24615433
6	NA	5047_CpG:120_strong-island	5047_CpG:120_strong-island	24905038	24906261
6	NA	5048_CpG:30_weak-island	5048_CpG:30_weak-island	25639798	25640221
6	NA	5049_CpG:20_weak-island	5049_CpG:20_weak-island	28083666	28083918
6	NA	5050_CpG:56_strong-island	5050_CpG:56_strong-island	28084948	28085508
6	NA	5051_CpG:79_strong-island	5051_CpG:79_strong-island	28165244	28165799
6	NA	5052_CpG:190_strong-island	5052_CpG:190_strong-island	28210940	28212310
6	NA	5053_CpG:26_strong-island	5053_CpG:26_strong-island	28347695	28348016
6	NA	5054_CpG:28_weak-island	5054_CpG:28_weak-island	28371427	28371798
6	NA	5055_CpG:72_strong-island	5055_CpG:72_strong-island	28429815	28430665
6	NA	5056_CpG:143_strong-island	5056_CpG:143_strong-island	28782067	28783707
6	NA	5057_CpG:60_strong-island	5057_CpG:60_strong-island	28930917	28931694
6	NA	5058_CpG:17_weak-island	5058_CpG:17_weak-island	29009954	29010170
6	NA	5059_CpG:28_strong-island	5059_CpG:28_strong-island	29114556	29114852
6	NA	5060_CpG:99_weak-island	5060_CpG:99_weak-island	29120251	29121278
6	NA	5061_CpG:71_strong-island	5061_CpG:71_strong-island	29128973	29129665
6	NA	5062_CpG:46_strong-island	5062_CpG:46_strong-island	29161959	29162553
6	NA	5063_CpG:47_strong-island	5063_CpG:47_strong-island	29165984	29166355
6	NA	5064_CpG:37_strong-island	5064_CpG:37_strong-island	29222506	29222924
6	NA	5065_CpG:55_strong-island	5065_CpG:55_strong-island	29297829	29298444
6	NA	5066_CpG:24_weak-island	5066_CpG:24_weak-island	29346379	29346656
6	NA	5067_CpG:32_strong-island	5067_CpG:32_strong-island	29352791	29353103
6	NA	5068_CpG:59_strong-island	5068_CpG:59_strong-island	29383165	29383739
6	NA	5069_CpG:29_weak-island	5069_CpG:29_weak-island	29423991	29424402
6	NA	5070_CpG:19_strong-island	5070_CpG:19_strong-island	29446440	29446642
6	NA	5071_CpG:39_strong-island	5071_CpG:39_strong-island	29457708	29458070
6	NA	5072_CpG:70_strong-island	5072_CpG:70_strong-island	29476398	29477188
6	NA	5073_CpG:66_strong-island	5073_CpG:66_strong-island	29559123	29559957
6	NA	5074_CpG:41_strong-island	5074_CpG:41_strong-island	29644117	29644502
6	NA	5075_CpG:103_strong-island	5075_CpG:103_strong-island	29685416	29686541
6	NA	5076_CpG:23_strong-island	5076_CpG:23_strong-island	29718095	29718366
6	NA	5077_CpG:59_strong-island	5077_CpG:59_strong-island	29718611	29719235
6	NA	5078_CpG:58_strong-island	5078_CpG:58_strong-island	29866912	29867528
6	NA	5079_CpG:42_strong-island	5079_CpG:42_strong-island	29935114	29935527
6	NA	5080_CpG:132_strong-island	5080_CpG:132_strong-island	29997621	29998887
6	NA	5081_CpG:101_weak-island	5081_CpG:101_weak-island	30123225	30124428
6	NA	5082_CpG:52_strong-island	5082_CpG:52_strong-island	30125631	30126220
6	NA	5083_CpG:22_strong-island	5083_CpG:22_strong-island	30155724	30155932
6	NA	5084_CpG:67_strong-island	5084_CpG:67_strong-island	30253905	30254610
6	NA	5085_CpG:64_strong-island	5085_CpG:64_strong-island	30351585	30352419
6	NA	5086_CpG:27_weak-island	5086_CpG:27_weak-island	30409849	30410176
6	NA	5087_CpG:50_weak-island	5087_CpG:50_weak-island	30643408	30643968
6	NA	5088_CpG:58_strong-island	5088_CpG:58_strong-island	30687907	30688499
6	NA	5089_CpG:60_strong-island	5089_CpG:60_strong-island	30846366	30846954
6	NA	5090_CpG:145_strong-island	5090_CpG:145_strong-island	30907813	30909263
6	NA	5091_CpG:97_strong-island	5091_CpG:97_strong-island	31166144	31166980
6	NA	5092_CpG:18_strong-island	5092_CpG:18_strong-island	31167780	31167986
6	NA	5093_CpG:19_strong-island	5093_CpG:19_strong-island	31168145	31168355
6	NA	5094_CpG:19_weak-island	5094_CpG:19_weak-island	31170369	31170605
6	NA	5095_CpG:71_strong-island	5095_CpG:71_strong-island	31348706	31349395
6	NA	5096_CpG:17_strong-island	5096_CpG:17_strong-island	31501053	31501257
6	NA	5097_CpG:77_strong-island	5097_CpG:77_strong-island	31513377	31514076
6	NA	5098_CpG:109_strong-island	5098_CpG:109_strong-island	32537226	32538222
6	NA	5099_CpG:38_strong-island	5099_CpG:38_strong-island	33009887	33010308
6	NA	5100_CpG:45_strong-island	5100_CpG:45_strong-island	34126681	34127168
6	NA	5101_CpG:47_strong-island	5101_CpG:47_strong-island	34267156	34267652
6	NA	5102_CpG:90_strong-island	5102_CpG:90_strong-island	34730395	34731021
6	NA	5103_CpG:53_strong-island	5103_CpG:53_strong-island	34827747	34828253
6	NA	5104_CpG:40_strong-island	5104_CpG:40_strong-island	34860614	34860925
6	NA	5105_CpG:34_strong-island	5105_CpG:34_strong-island	34871371	34871757
6	NA	5106_CpG:61_strong-island	5106_CpG:61_strong-island	35083373	35084122
6	NA	5107_CpG:80_strong-island	5107_CpG:80_strong-island	35127410	35128159
6	NA	5108_CpG:35_strong-island	5108_CpG:35_strong-island	35202564	35202894
6	NA	5109_CpG:71_strong-island	5109_CpG:71_strong-island	35489177	35489991
6	NA	5110_CpG:17_strong-island	5110_CpG:17_strong-island	36338526	36338735
6	NA	5111_CpG:30_strong-island	5111_CpG:30_strong-island	37249800	37250061
6	NA	5112_CpG:54_weak-island	5112_CpG:54_weak-island	37391666	37392372
6	NA	5113_CpG:22_strong-island	5113_CpG:22_strong-island	37755977	37756209
6	NA	5114_CpG:116_strong-island	5114_CpG:116_strong-island	37820514	37821689
6	NA	5115_CpG:93_strong-island	5115_CpG:93_strong-island	38203804	38204565
6	NA	5116_CpG:64_strong-island	5116_CpG:64_strong-island	38248725	38249328
6	NA	5117_CpG:95_strong-island	5117_CpG:95_strong-island	38303832	38304843
6	NA	5118_CpG:132_strong-island	5118_CpG:132_strong-island	38383598	38384970
6	NA	5119_CpG:39_strong-island	5119_CpG:39_strong-island	38484663	38485073
6	NA	5120_CpG:111_strong-island	5120_CpG:111_strong-island	38501042	38502133
6	NA	5121_CpG:111_strong-island	5121_CpG:111_strong-island	38586348	38587221
6	NA	5122_CpG:59_strong-island	5122_CpG:59_strong-island	38612933	38613382
6	NA	5123_CpG:29_strong-island	5123_CpG:29_strong-island	38825742	38825962
6	NA	5124_CpG:43_strong-island	5124_CpG:43_strong-island	38826443	38826761
6	NA	5125_CpG:148_strong-island	5125_CpG:148_strong-island	39067718	39068856
6	NA	5126_CpG:218_strong-island	5126_CpG:218_strong-island	39155444	39157370
6	NA	5127_CpG:30_strong-island	5127_CpG:30_strong-island	39206727	39207002
6	NA	5128_CpG:39_strong-island	5128_CpG:39_strong-island	39327418	39327776
6	NA	5129_CpG:102_strong-island	5129_CpG:102_strong-island	39369578	39370547
6	NA	5130_CpG:89_strong-island	5130_CpG:89_strong-island	39507240	39508083
6	NA	5131_CpG:51_strong-island	5131_CpG:51_strong-island	39523727	39524237
6	NA	5132_CpG:37_strong-island	5132_CpG:37_strong-island	39542524	39542827
6	NA	5133_CpG:67_strong-island	5133_CpG:67_strong-island	39674925	39675644
6	NA	5134_CpG:31_strong-island	5134_CpG:31_strong-island	39760803	39761078
6	NA	5135_CpG:173_weak-island	5135_CpG:173_weak-island	39821425	39823477
6	NA	5136_CpG:41_strong-island	5136_CpG:41_strong-island	40275362	40275762
6	NA	5137_CpG:97_weak-island	5137_CpG:97_weak-island	40385324	40386340
6	NA	5138_CpG:45_strong-island	5138_CpG:45_strong-island	40421322	40421714
6	NA	5139_CpG:70_weak-island	5139_CpG:70_weak-island	41555162	41555843
6	NA	5140_CpG:50_strong-island	5140_CpG:50_strong-island	42214829	42215349
6	NA	5141_CpG:19_weak-island	5141_CpG:19_weak-island	42273650	42273925
6	NA	5142_CpG:76_strong-island	5142_CpG:76_strong-island	42274106	42274859
6	NA	5143_CpG:91_weak-island	5143_CpG:91_weak-island	42299549	42300531
6	NA	5144_CpG:19_weak-island	5144_CpG:19_weak-island	43215285	43215517
6	NA	5145_CpG:43_strong-island	5145_CpG:43_strong-island	46994620	46995049
6	NA	5146_CpG:170_strong-island	5146_CpG:170_strong-island	47403876	47405200
6	NA	5147_CpG:140_strong-island	5147_CpG:140_strong-island	47544208	47545635
6	NA	5148_CpG:40_strong-island	5148_CpG:40_strong-island	47601180	47601624
6	NA	5149_CpG:71_strong-island	5149_CpG:71_strong-island	47605095	47605871
6	NA	5150_CpG:71_strong-island	5150_CpG:71_strong-island	47609416	47610177
6	NA	5151_CpG:71_strong-island	5151_CpG:71_strong-island	47613756	47614538
6	NA	5152_CpG:71_strong-island	5152_CpG:71_strong-island	47618092	47618868
6	NA	5153_CpG:71_strong-island	5153_CpG:71_strong-island	47622400	47623194
6	NA	5154_CpG:71_strong-island	5154_CpG:71_strong-island	47626738	47627520
6	NA	5155_CpG:71_strong-island	5155_CpG:71_strong-island	47631059	47631838
6	NA	5156_CpG:71_strong-island	5156_CpG:71_strong-island	47635377	47636153
6	NA	5157_CpG:69_strong-island	5157_CpG:69_strong-island	47689972	47690696
6	NA	5158_CpG:69_strong-island	5158_CpG:69_strong-island	47694232	47695027
6	NA	5159_CpG:69_strong-island	5159_CpG:69_strong-island	47698592	47699372
6	NA	5160_CpG:104_strong-island	5160_CpG:104_strong-island	47702926	47704227
6	NA	5161_CpG:66_strong-island	5161_CpG:66_strong-island	47707760	47708537
6	NA	5162_CpG:69_strong-island	5162_CpG:69_strong-island	47713358	47714104
6	NA	5163_CpG:65_strong-island	5163_CpG:65_strong-island	47717692	47718442
6	NA	5164_CpG:65_strong-island	5164_CpG:65_strong-island	47722099	47722842
6	NA	5165_CpG:27_strong-island	5165_CpG:27_strong-island	47728344	47728648
6	NA	5166_CpG:48_strong-island	5166_CpG:48_strong-island	47763180	47763656
6	NA	5167_CpG:55_strong-island	5167_CpG:55_strong-island	47780172	47780631
6	NA	5168_CpG:95_strong-island	5168_CpG:95_strong-island	47785578	47786374
6	NA	5169_CpG:17_weak-island	5169_CpG:17_weak-island	47816537	47816782
6	NA	5170_CpG:64_strong-island	5170_CpG:64_strong-island	47827365	47828155
6	NA	5171_CpG:57_strong-island	5171_CpG:57_strong-island	47854638	47855349
6	NA	5172_CpG:40_strong-island	5172_CpG:40_strong-island	47870657	47870986
6	NA	5173_CpG:59_strong-island	5173_CpG:59_strong-island	47892969	47893595
6	NA	5174_CpG:29_strong-island	5174_CpG:29_strong-island	47903267	47903638
6	NA	5175_CpG:61_strong-island	5175_CpG:61_strong-island	47974604	47975399
6	NA	5176_CpG:171_strong-island	5176_CpG:171_strong-island	47997435	47998983
6	NA	5177_CpG:18_strong-island	5177_CpG:18_strong-island	48013943	48014146
6	NA	5178_CpG:126_strong-island	5178_CpG:126_strong-island	48035915	48036846
6	NA	5179_CpG:48_strong-island	5179_CpG:48_strong-island	48345583	48346015
6	NA	5180_CpG:110_strong-island	5180_CpG:110_strong-island	48388014	48389275
6	NA	5181_CpG:39_strong-island	5181_CpG:39_strong-island	48395274	48395644
6	NA	5182_CpG:24_strong-island	5182_CpG:24_strong-island	48504713	48504976
6	NA	5183_CpG:58_strong-island	5183_CpG:58_strong-island	48543725	48544310
6	NA	5184_CpG:69_weak-island	5184_CpG:69_weak-island	48546932	48547804
6	NA	5185_CpG:52_weak-island	5185_CpG:52_weak-island	48551669	48552283
6	NA	5186_CpG:58_weak-island	5186_CpG:58_weak-island	48569636	48570401
6	NA	5187_CpG:34_strong-island	5187_CpG:34_strong-island	48576967	48577337
6	NA	5188_CpG:60_strong-island	5188_CpG:60_strong-island	48579245	48579756
6	NA	5189_CpG:44_strong-island	5189_CpG:44_strong-island	48692701	48693151
6	NA	5190_CpG:59_strong-island	5190_CpG:59_strong-island	49023756	49024324
6	NA	5191_CpG:165_strong-island	5191_CpG:165_strong-island	49163758	49165543
6	NA	5192_CpG:68_strong-island	5192_CpG:68_strong-island	49167621	49168372
6	NA	5193_CpG:106_strong-island	5193_CpG:106_strong-island	49213179	49214199
6	NA	5194_CpG:42_strong-island	5194_CpG:42_strong-island	49269177	49269608
6	NA	5195_CpG:24_strong-island	5195_CpG:24_strong-island	49317861	49318093
6	NA	5196_CpG:40_strong-island	5196_CpG:40_strong-island	49345410	49345823
6	NA	5197_CpG:53_weak-island	5197_CpG:53_weak-island	49772265	49772868
6	NA	5198_CpG:82_strong-island	5198_CpG:82_strong-island	50059966	50060569
6	NA	5199_CpG:23_weak-island	5199_CpG:23_weak-island	50146935	50147225
6	NA	5200_CpG:51_weak-island	5200_CpG:51_weak-island	50405485	50406117
6	NA	5201_CpG:72_strong-island	5201_CpG:72_strong-island	50516266	50516887
6	NA	5202_CpG:35_strong-island	5202_CpG:35_strong-island	50546370	50546700
6	NA	5203_CpG:21_strong-island	5203_CpG:21_strong-island	50559570	50559835
6	NA	5204_CpG:21_strong-island	5204_CpG:21_strong-island	50570684	50570949
6	NA	5205_CpG:21_weak-island	5205_CpG:21_weak-island	51118826	51119062
6	NA	5206_CpG:25_strong-island	5206_CpG:25_strong-island	51128615	51128861
6	NA	5207_CpG:84_strong-island	5207_CpG:84_strong-island	51220351	51221201
6	NA	5208_CpG:23_strong-island	5208_CpG:23_strong-island	51329737	51329943
6	NA	5209_CpG:80_strong-island	5209_CpG:80_strong-island	51382615	51383449
6	NA	5210_CpG:239_strong-island	5210_CpG:239_strong-island	51418853	51421251
6	NA	5211_CpG:32_strong-island	5211_CpG:32_strong-island	51473920	51474166
6	NA	5212_CpG:36_weak-island	5212_CpG:36_weak-island	51542541	51542961
6	NA	5213_CpG:32_strong-island	5213_CpG:32_strong-island	51562598	51562977
6	NA	5214_CpG:52_strong-island	5214_CpG:52_strong-island	51962221	51962798
6	NA	5215_CpG:55_weak-island	5215_CpG:55_weak-island	52108322	52108941
6	NA	5216_CpG:34_weak-island	5216_CpG:34_weak-island	52118676	52119060
6	NA	5217_CpG:34_strong-island	5217_CpG:34_strong-island	52122473	52122810
6	NA	5218_CpG:60_strong-island	5218_CpG:60_strong-island	52125600	52126166
6	NA	5219_CpG:34_weak-island	5219_CpG:34_weak-island	52127162	52127665
6	NA	5220_CpG:106_strong-island	5220_CpG:106_strong-island	52141052	52142225
6	NA	5221_CpG:106_strong-island	5221_CpG:106_strong-island	52153744	52154842
6	NA	5222_CpG:21_strong-island	5222_CpG:21_strong-island	52156445	52156653
6	NA	5223_CpG:24_strong-island	5223_CpG:24_strong-island	52161660	52161869
6	NA	5224_CpG:82_strong-island	5224_CpG:82_strong-island	52166853	52167757
6	NA	5225_CpG:44_strong-island	5225_CpG:44_strong-island	52171351	52171914
6	NA	5226_CpG:82_weak-island	5226_CpG:82_weak-island	52175255	52176312
6	NA	5227_CpG:24_strong-island	5227_CpG:24_strong-island	52179017	52179287
6	NA	5228_CpG:30_weak-island	5228_CpG:30_weak-island	52179854	52180271
6	NA	5229_CpG:31_weak-island	5229_CpG:31_weak-island	52180496	52180832
6	NA	5230_CpG:16_strong-island	5230_CpG:16_strong-island	52183393	52183614
6	NA	5231_CpG:106_strong-island	5231_CpG:106_strong-island	52184021	52185087
6	NA	5232_CpG:37_strong-island	5232_CpG:37_strong-island	52190322	52190828
6	NA	5233_CpG:94_weak-island	5233_CpG:94_weak-island	52195219	52196576
6	NA	5234_CpG:20_strong-island	5234_CpG:20_strong-island	52199280	52199559
6	NA	5235_CpG:96_strong-island	5235_CpG:96_strong-island	52202738	52204110
6	NA	5236_CpG:106_strong-island	5236_CpG:106_strong-island	52209985	52211192
6	NA	5237_CpG:21_strong-island	5237_CpG:21_strong-island	52256023	52256287
6	NA	5238_CpG:27_strong-island	5238_CpG:27_strong-island	52260420	52260788
6	NA	5239_CpG:59_weak-island	5239_CpG:59_weak-island	52263441	52264297
6	NA	5240_CpG:19_strong-island	5240_CpG:19_strong-island	52264574	52264797
6	NA	5241_CpG:44_strong-island	5241_CpG:44_strong-island	52266541	52266854
6	NA	5242_CpG:44_strong-island	5242_CpG:44_strong-island	52590047	52590482
6	NA	5243_CpG:64_strong-island	5243_CpG:64_strong-island	52663663	52664152
6	NA	5244_CpG:95_strong-island	5244_CpG:95_strong-island	53237046	53238342
6	NA	5245_CpG:262_weak-island	5245_CpG:262_weak-island	53767858	53771092
6	NA	5246_CpG:101_strong-island	5246_CpG:101_strong-island	53989427	53990332
6	NA	5247_CpG:31_strong-island	5247_CpG:31_strong-island	54276909	54277280
6	NA	5248_CpG:23_strong-island	5248_CpG:23_strong-island	54277748	54277955
6	NA	5249_CpG:55_strong-island	5249_CpG:55_strong-island	54379504	54380089
6	NA	5250_CpG:54_weak-island	5250_CpG:54_weak-island	54515786	54516437
6	NA	5251_CpG:76_strong-island	5251_CpG:76_strong-island	54545053	54545800
6	NA	5252_CpG:84_strong-island	5252_CpG:84_strong-island	54631424	54632372
6	NA	5253_CpG:107_strong-island	5253_CpG:107_strong-island	54766478	54767537
6	NA	5254_CpG:31_weak-island	5254_CpG:31_weak-island	54893908	54894329
6	NA	5255_CpG:41_strong-island	5255_CpG:41_strong-island	54922323	54922709
6	NA	5256_CpG:51_strong-island	5256_CpG:51_strong-island	54942607	54943155
6	NA	5257_CpG:78_strong-island	5257_CpG:78_strong-island	54987872	54988418
6	NA	5258_CpG:70_weak-island	5258_CpG:70_weak-island	55067384	55068150
6	NA	5259_CpG:73_weak-island	5259_CpG:73_weak-island	55401835	55402590
6	NA	5260_CpG:19_weak-island	5260_CpG:19_weak-island	55626985	55627207
6	NA	5261_CpG:34_weak-island	5261_CpG:34_weak-island	56518612	56519020
6	NA	5262_CpG:30_strong-island	5262_CpG:30_strong-island	56602150	56602432
6	NA	5263_CpG:29_strong-island	5263_CpG:29_strong-island	56654403	56654719
6	NA	5264_CpG:75_strong-island	5264_CpG:75_strong-island	56664826	56665538
6	NA	5265_CpG:94_strong-island	5265_CpG:94_strong-island	56747248	56747869
6	NA	5266_CpG:50_strong-island	5266_CpG:50_strong-island	56781903	56782495
6	NA	5267_CpG:61_strong-island	5267_CpG:61_strong-island	56873582	56874052
6	NA	5268_CpG:33_weak-island	5268_CpG:33_weak-island	57641667	57642061
6	NA	5269_CpG:57_strong-island	5269_CpG:57_strong-island	57652747	57653375
6	NA	5270_CpG:85_strong-island	5270_CpG:85_strong-island	57774462	57775222
6	NA	5271_CpG:46_strong-island	5271_CpG:46_strong-island	58590326	58590717
6	NA	5272_CpG:61_strong-island	5272_CpG:61_strong-island	58781475	58781994
6	NA	5273_CpG:43_strong-island	5273_CpG:43_strong-island	58856717	58857141
6	NA	5274_CpG:57_strong-island	5274_CpG:57_strong-island	59158728	59159151
6	NA	5275_CpG:24_weak-island	5275_CpG:24_weak-island	59376125	59376434
6	NA	5276_CpG:107_strong-island	5276_CpG:107_strong-island	61130103	61131074
6	NA	5277_CpG:154_strong-island	5277_CpG:154_strong-island	63205991	63207717
6	NA	5278_CpG:90_weak-island	5278_CpG:90_weak-island	64678985	64680256
6	NA	5279_CpG:43_weak-island	5279_CpG:43_weak-island	64684526	64685008
6	NA	5280_CpG:80_strong-island	5280_CpG:80_strong-island	64992530	64993107
6	NA	5281_CpG:38_strong-island	5281_CpG:38_strong-island	65331239	65331608
6	NA	5282_CpG:118_weak-island	5282_CpG:118_weak-island	65621467	65623031
6	NA	5283_CpG:50_strong-island	5283_CpG:50_strong-island	65728876	65729332
6	NA	5284_CpG:51_strong-island	5284_CpG:51_strong-island	66485123	66485713
6	NA	4990_CpG:91_strong-island	4990_CpG:91_strong-island	66846215	66846966
6	NA	5285_CpG:85_strong-island	5285_CpG:85_strong-island	66986545	66987366
6	NA	5286_CpG:110_strong-island	5286_CpG:110_strong-island	67216760	67217739
6	NA	5287_CpG:20_weak-island	5287_CpG:20_weak-island	67325978	67326215
6	NA	5288_CpG:75_strong-island	5288_CpG:75_strong-island	67484857	67485654
6	NA	5289_CpG:56_strong-island	5289_CpG:56_strong-island	70741751	70742379
