Chromosome	Strand	Annotation ID	Segment ID	Start (bp)	End (bp)
9	1	ENSMUST00000157671	ENSMUSG00000088296	110975897	110977897
9	1	ENSMUST00000098340	ENSMUSG00000032497	111018614	111020614
9	1	ENSMUST00000035078	ENSMUSG00000032497	111018614	111020614
9	1	ENSMUST00000098339	ENSMUSG00000032497	111093544	111095544
9	-1	ENSMUST00000128795	ENSMUSG00000032498	111130373	111132373
9	-1	ENSMUST00000158457	ENSMUSG00000089082	111145095	111147095
9	-1	ENSMUST00000135695	ENSMUSG00000032498	111149726	111151726
9	-1	ENSMUST00000134316	ENSMUSG00000032498	111157660	111159660
9	1	ENSMUST00000060711	ENSMUSG00000046785	111172348	111174348
9	1	ENSMUST00000135807	ENSMUSG00000046785	111172432	111174432
9	1	ENSMUST00000035081	ENSMUSG00000032500	111339584	111341584
9	1	ENSMUST00000111879	ENSMUSG00000032500	111339584	111341584
9	-1	ENSMUST00000103968	ENSMUSG00000077156	111514401	111516401
9	-1	ENSMUST00000083507	ENSMUSG00000065441	112019135	112021135
9	-1	ENSMUST00000161138	ENSMUSG00000032503	112076083	112078083
9	-1	ENSMUST00000162796	ENSMUSG00000032503	112079560	112081560
9	-1	ENSMUST00000161097	ENSMUSG00000032503	112079606	112081606
9	-1	ENSMUST00000160478	ENSMUSG00000032503	112079644	112081644
9	-1	ENSMUST00000162082	ENSMUSG00000032503	112081475	112083475
9	-1	ENSMUST00000161467	ENSMUSG00000032503	112081481	112083481
9	-1	ENSMUST00000159220	ENSMUSG00000032503	112081510	112083510
9	-1	ENSMUST00000172380	ENSMUSG00000032503	112081523	112083523
9	-1	ENSMUST00000159183	ENSMUSG00000032503	112083156	112085156
9	-1	ENSMUST00000162533	ENSMUSG00000032503	112083186	112085186
9	-1	ENSMUST00000160741	ENSMUSG00000032503	112083229	112085229
9	-1	ENSMUST00000159444	ENSMUSG00000032503	112083483	112085483
9	-1	ENSMUST00000163025	ENSMUSG00000032503	112086238	112088238
9	-1	ENSMUST00000162840	ENSMUSG00000032503	112088095	112090095
9	-1	ENSMUST00000161945	ENSMUSG00000032503	112088132	112090132
9	-1	ENSMUST00000163004	ENSMUSG00000032503	112088165	112090165
9	-1	ENSMUST00000161261	ENSMUSG00000032503	112088433	112090433
9	-1	ENSMUST00000162050	ENSMUSG00000032503	112104450	112106450
9	1	ENSMUST00000161216	ENSMUSG00000089718	112128082	112130082
9	1	ENSMUST00000149308	ENSMUSG00000087038	112134780	112136780
9	1	ENSMUST00000144424	ENSMUSG00000087038	112134797	112136797
9	1	ENSMUST00000139552	ENSMUSG00000087038	112134884	112136884
9	1	ENSMUST00000104563	ENSMUSG00000077751	112423032	112425032
9	1	ENSMUST00000157192	ENSMUSG00000087817	113310592	113312592
9	-1	ENSMUST00000035086	ENSMUSG00000032504	113558861	113560861
9	-1	ENSMUST00000111861	ENSMUSG00000032504	113561589	113563589
9	-1	ENSMUST00000111853	ENSMUSG00000032504	113561593	113563593
9	-1	ENSMUST00000142256	ENSMUSG00000032504	113562687	113564687
9	-1	ENSMUST00000137104	ENSMUSG00000032504	113566752	113568752
9	-1	ENSMUST00000135545	ENSMUSG00000032504	113581553	113583553
9	-1	ENSMUST00000156425	ENSMUSG00000032504	113594630	113596630
9	1	ENSMUST00000035088	ENSMUSG00000033392	113648629	113650629
9	-1	ENSMUST00000157367	ENSMUSG00000087992	113683299	113685299
9	1	ENSMUST00000111848	ENSMUSG00000033392	113700568	113702568
9	1	ENSMUST00000009885	ENSMUSG00000009741	113838051	113840051
9	1	ENSMUST00000084885	ENSMUSG00000009741	113838051	113840051
9	1	ENSMUST00000116492	ENSMUSG00000009741	113838681	113840681
9	-1	ENSMUST00000139757	ENSMUSG00000032507	113890456	113892456
9	-1	ENSMUST00000141832	ENSMUSG00000032507	113910559	113912559
9	1	ENSMUST00000135338	ENSMUSG00000086596	113964471	113966471
9	-1	ENSMUST00000072612	ENSMUSG00000064299	114183800	114185800
9	1	ENSMUST00000066460	ENSMUSG00000053820	114237252	114239252
9	1	ENSMUST00000124664	ENSMUSG00000074039	114275420	114277420
9	1	ENSMUST00000147689	ENSMUSG00000074039	114275441	114277441
9	1	ENSMUST00000131898	ENSMUSG00000074039	114275533	114277533
9	-1	ENSMUST00000151377	ENSMUSG00000032431	114282267	114284267
9	1	ENSMUST00000063042	ENSMUSG00000045594	114308193	114310193
9	1	ENSMUST00000111820	ENSMUSG00000079260	114308222	114310222
9	1	ENSMUST00000166248	ENSMUSG00000045594	114308236	114310236
9	1	ENSMUST00000166595	ENSMUSG00000045594	114318595	114320595
9	-1	ENSMUST00000054414	ENSMUSG00000047898	114397433	114399433
9	-1	ENSMUST00000167003	ENSMUSG00000047898	114398862	114400862
9	-1	ENSMUST00000070117	ENSMUSG00000056167	114492995	114494995
9	-1	ENSMUST00000157300	ENSMUSG00000087925	114509205	114511205
9	1	ENSMUST00000047404	ENSMUSG00000032435	114595907	114597907
9	1	ENSMUST00000165037	ENSMUSG00000032435	114611975	114613975
9	1	ENSMUST00000035007	ENSMUSG00000032434	114638320	114640320
9	1	ENSMUST00000150678	ENSMUSG00000052724	114687217	114689217
9	-1	ENSMUST00000047013	ENSMUSG00000041012	114696462	114698462
9	1	ENSMUST00000122689	ENSMUSG00000084638	114745290	114747290
9	-1	ENSMUST00000129305	ENSMUSG00000050627	114807555	114809555
9	-1	ENSMUST00000146266	ENSMUSG00000050627	114818097	114820097
9	-1	ENSMUST00000053150	ENSMUSG00000050621	114889514	114891514
9	1	ENSMUST00000116759	ENSMUSG00000080409	115288936	115290936
9	1	ENSMUST00000116845	ENSMUSG00000080495	115289077	115291077
9	1	ENSMUST00000116986	ENSMUSG00000080636	115289216	115291216
9	-1	ENSMUST00000075898	ENSMUSG00000074034	115344817	115346817
9	-1	ENSMUST00000083215	ENSMUSG00000065149	115533717	115535717
9	-1	ENSMUST00000130584	ENSMUSG00000087469	115898073	115900073
9	-1	ENSMUST00000117563	ENSMUSG00000080848	115947710	115949710
9	-1	ENSMUST00000060257	ENSMUSG00000080848	115947980	115949980
9	1	ENSMUST00000116910	ENSMUSG00000080560	116132325	116134325
9	1	ENSMUST00000172565	ENSMUSG00000092184	116966275	116968275
9	1	ENSMUST00000174520	ENSMUSG00000092516	116972644	116974644
9	1	ENSMUST00000172075	ENSMUSG00000079669	117159653	117161653
9	1	ENSMUST00000173358	ENSMUSG00000092504	117310096	117312096
9	1	ENSMUST00000126482	ENSMUSG00000085506	117780261	117782261
9	-1	ENSMUST00000035017	ENSMUSG00000032443	117854917	117856917
9	-1	ENSMUST00000111769	ENSMUSG00000032443	117867056	117869056
9	1	ENSMUST00000104850	ENSMUSG00000078044	117906453	117908453
9	1	ENSMUST00000143024	ENSMUSG00000039285	117947804	117949804
9	1	ENSMUST00000127189	ENSMUSG00000039285	117956493	117958493
9	1	ENSMUST00000123690	ENSMUSG00000039285	117966173	117968173
9	-1	ENSMUST00000044220	ENSMUSG00000039163	117972212	117974212
9	1	ENSMUST00000167007	ENSMUSG00000092135	118057348	118059348
9	1	ENSMUST00000122659	ENSMUSG00000084608	118194903	118196903
9	-1	ENSMUST00000122566	ENSMUSG00000084515	118374101	118376101
9	1	ENSMUST00000111763	ENSMUSG00000032446	118385329	118387329
9	1	ENSMUST00000035020	ENSMUSG00000032446	118385461	118387461
9	1	ENSMUST00000150633	ENSMUSG00000032446	118385978	118387978
9	1	ENSMUST00000172401	ENSMUSG00000038708	118413392	118415392
9	-1	ENSMUST00000084813	ENSMUSG00000066270	118744730	118746730
9	-1	ENSMUST00000139408	ENSMUSG00000066270	118744730	118746730
9	1	ENSMUST00000155437	ENSMUSG00000039115	118779186	118781186
9	-1	ENSMUST00000134688	ENSMUSG00000086119	118797192	118799192
9	-1	ENSMUST00000149952	ENSMUSG00000086119	118797275	118799275
9	-1	ENSMUST00000128982	ENSMUSG00000086119	118809736	118811736
9	1	ENSMUST00000139512	ENSMUSG00000087041	118831990	118833990
9	1	ENSMUST00000083579	ENSMUSG00000065513	118938913	118940913
9	1	ENSMUST00000174132	ENSMUSG00000047409	118940118	118942118
9	1	ENSMUST00000153454	ENSMUSG00000038775	118959895	118961895
9	1	ENSMUST00000051386	ENSMUSG00000038775	118959895	118961895
9	1	ENSMUST00000135872	ENSMUSG00000038775	118959895	118961895
9	1	ENSMUST00000074734	ENSMUSG00000038775	118959919	118961919
9	1	ENSMUST00000131647	ENSMUSG00000038775	118959982	118961982
9	1	ENSMUST00000141185	ENSMUSG00000038775	118970565	118972565
9	1	ENSMUST00000126251	ENSMUSG00000038775	118970571	118972571
9	1	ENSMUST00000153630	ENSMUSG00000038775	118970572	118972572
9	1	ENSMUST00000136561	ENSMUSG00000038775	118970575	118972575
9	1	ENSMUST00000151638	ENSMUSG00000038775	118970599	118972599
9	-1	ENSMUST00000010804	ENSMUSG00000010660	118978644	118980644
9	1	ENSMUST00000137047	ENSMUSG00000038060	119026771	119028771
9	1	ENSMUST00000138736	ENSMUSG00000038060	119034132	119036132
9	1	ENSMUST00000128211	ENSMUSG00000038060	119035487	119037487
9	1	ENSMUST00000148611	ENSMUSG00000038060	119035638	119037638
9	-1	ENSMUST00000010795	ENSMUSG00000010651	119055140	119057140
9	-1	ENSMUST00000127952	ENSMUSG00000010651	119056452	119058452
9	1	ENSMUST00000093527	ENSMUSG00000074029	119066278	119068278
9	-1	ENSMUST00000093775	ENSMUSG00000070280	119076572	119078572
9	-1	ENSMUST00000170400	ENSMUSG00000070280	119076573	119078573
9	-1	ENSMUST00000152061	ENSMUSG00000070280	119076785	119078785
9	-1	ENSMUST00000127794	ENSMUSG00000070280	119088083	119090083
9	-1	ENSMUST00000084797	ENSMUSG00000074028	119100119	119102119
9	-1	ENSMUST00000173185	ENSMUSG00000092212	119127605	119129605
9	-1	ENSMUST00000172684	ENSMUSG00000092212	119127674	119129674
9	-1	ENSMUST00000174789	ENSMUSG00000092212	119127680	119129680
9	-1	ENSMUST00000040853	ENSMUSG00000036737	119145549	119147549
9	-1	ENSMUST00000128880	ENSMUSG00000036737	119147787	119149787
9	-1	ENSMUST00000136902	ENSMUSG00000036737	119148262	119150262
9	-1	ENSMUST00000143728	ENSMUSG00000036737	119149885	119151885
9	-1	ENSMUST00000158088	ENSMUSG00000088713	119213746	119215746
9	-1	ENSMUST00000035092	ENSMUSG00000032508	119243051	119245051
9	-1	ENSMUST00000150837	ENSMUSG00000032508	119243063	119245063
9	-1	ENSMUST00000167535	ENSMUSG00000032508	119243117	119245117
9	-1	ENSMUST00000139870	ENSMUSG00000032508	119246807	119248807
9	1	ENSMUST00000039784	ENSMUSG00000036138	119248411	119250411
9	1	ENSMUST00000063335	ENSMUSG00000036138	119248577	119250577
9	1	ENSMUST00000111699	ENSMUSG00000061393	119309561	119311561
9	1	ENSMUST00000035093	ENSMUSG00000061393	119309561	119311561
9	1	ENSMUST00000165044	ENSMUSG00000061393	119309618	119311618
9	-1	ENSMUST00000141484	ENSMUSG00000086780	119347395	119349395
9	1	ENSMUST00000035094	ENSMUSG00000042787	119352040	119354040
9	1	ENSMUST00000164213	ENSMUSG00000042787	119352040	119354040
9	-1	ENSMUST00000165603	ENSMUSG00000032511	119408880	119410880
9	-1	ENSMUST00000138934	ENSMUSG00000032511	119469654	119471654
9	-1	ENSMUST00000134060	ENSMUSG00000084857	119799820	119801820
9	1	ENSMUST00000036561	ENSMUSG00000032512	119802003	119804003
9	-1	ENSMUST00000035099	ENSMUSG00000032513	119832790	119834790
9	1	ENSMUST00000035100	ENSMUSG00000032514	119844723	119846723
9	1	ENSMUST00000159128	ENSMUSG00000032514	119844752	119846752
9	1	ENSMUST00000160790	ENSMUSG00000032514	119844753	119846753
9	1	ENSMUST00000161967	ENSMUSG00000032514	119868735	119870735
9	-1	ENSMUST00000035101	ENSMUSG00000032515	119878283	119880283
9	-1	ENSMUST00000064165	ENSMUSG00000052336	119955810	119957810
9	1	ENSMUST00000048777	ENSMUSG00000042262	119999250	120001250
9	1	ENSMUST00000035106	ENSMUSG00000032519	120017491	120019491
9	1	ENSMUST00000150093	ENSMUSG00000032519	120017522	120019522
9	1	ENSMUST00000137522	ENSMUSG00000032519	120017525	120019525
9	1	ENSMUST00000139079	ENSMUSG00000032519	120017525	120019525
9	1	ENSMUST00000144768	ENSMUSG00000032519	120017541	120019541
9	1	ENSMUST00000135514	ENSMUSG00000032519	120021967	120023967
9	1	ENSMUST00000154969	ENSMUSG00000032519	120022106	120024106
9	1	ENSMUST00000035105	ENSMUSG00000032518	120034883	120036883
9	1	ENSMUST00000083107	ENSMUSG00000065041	120035897	120037897
9	1	ENSMUST00000082446	ENSMUSG00000064380	120036468	120038468
9	1	ENSMUST00000082991	ENSMUSG00000064925	120037532	120039532
9	1	ENSMUST00000173390	ENSMUSG00000092235	120089681	120091681
9	1	ENSMUST00000121130	ENSMUSG00000083772	120223445	120225445
9	1	ENSMUST00000118890	ENSMUSG00000082356	120292028	120294028
9	1	ENSMUST00000129168	ENSMUSG00000041794	120334523	120336523
9	1	ENSMUST00000007139	ENSMUSG00000006941	120399723	120401723
9	1	ENSMUST00000143579	ENSMUSG00000041608	120465150	120467150
9	1	ENSMUST00000050737	ENSMUSG00000025794	120478631	120480631
9	1	ENSMUST00000165532	ENSMUSG00000025794	120478633	120480633
9	1	ENSMUST00000064646	ENSMUSG00000052658	120484462	120486462
9	-1	ENSMUST00000082463	ENSMUSG00000064397	120698582	120700582
9	-1	ENSMUST00000140589	ENSMUSG00000086365	120831572	120833572
9	1	ENSMUST00000163844	ENSMUSG00000006932	120857338	120859338
9	1	ENSMUST00000170729	ENSMUSG00000006932	120858206	120860206
9	1	ENSMUST00000126633	ENSMUSG00000006932	120862242	120864242
9	1	ENSMUST00000156911	ENSMUSG00000006932	120862414	120864414
9	1	ENSMUST00000169931	ENSMUSG00000006932	120862574	120864574
9	1	ENSMUST00000133689	ENSMUSG00000006932	120863031	120865031
9	1	ENSMUST00000139138	ENSMUSG00000006932	120863984	120865984
9	-1	ENSMUST00000169176	ENSMUSG00000040936	120871571	120873571
9	-1	ENSMUST00000164969	ENSMUSG00000040936	121067493	121069493
9	1	ENSMUST00000122757	ENSMUSG00000084706	121149459	121151459
9	-1	ENSMUST00000098283	ENSMUSG00000040936	121154013	121156013
9	1	ENSMUST00000172397	ENSMUSG00000091336	121154434	121156434
9	-1	ENSMUST00000060307	ENSMUSG00000032532	121396942	121398942
9	-1	ENSMUST00000035120	ENSMUSG00000032532	121396942	121398942
9	1	ENSMUST00000035115	ENSMUSG00000032528	121549833	121551833
9	1	ENSMUST00000139189	ENSMUSG00000032528	121550168	121552168
9	1	ENSMUST00000129394	ENSMUSG00000032528	121571732	121573732
9	1	ENSMUST00000149959	ENSMUSG00000032528	121575830	121577830
9	-1	ENSMUST00000078547	ENSMUSG00000061536	121587164	121589164
9	-1	ENSMUST00000111560	ENSMUSG00000061536	121590139	121592139
9	-1	ENSMUST00000139193	ENSMUSG00000061536	121591668	121593668
9	-1	ENSMUST00000132733	ENSMUSG00000061536	121595315	121597315
9	-1	ENSMUST00000154978	ENSMUSG00000061536	121602733	121604733
9	1	ENSMUST00000035113	ENSMUSG00000032526	121617506	121619506
9	1	ENSMUST00000068330	ENSMUSG00000032526	121617561	121619561
9	-1	ENSMUST00000164646	ENSMUSG00000091138	121664324	121666324
9	1	ENSMUST00000093772	ENSMUSG00000013419	121667150	121669150
9	1	ENSMUST00000098272	ENSMUSG00000074001	121684724	121686724
9	-1	ENSMUST00000035110	ENSMUSG00000032523	121691133	121693133
9	-1	ENSMUST00000163981	ENSMUSG00000032523	121691139	121693139
9	-1	ENSMUST00000135986	ENSMUSG00000079235	121704744	121706744
9	-1	ENSMUST00000070702	ENSMUSG00000079235	121704745	121706745
9	-1	ENSMUST00000155511	ENSMUSG00000079235	121704750	121706750
9	-1	ENSMUST00000126851	ENSMUSG00000079235	121705285	121707285
9	-1	ENSMUST00000142783	ENSMUSG00000079235	121705698	121707698
9	-1	ENSMUST00000140929	ENSMUSG00000079235	121706209	121708209
9	-1	ENSMUST00000146716	ENSMUSG00000079235	121724479	121726479
9	1	ENSMUST00000152043	ENSMUSG00000092042	121727406	121729406
9	1	ENSMUST00000111511	ENSMUSG00000044534	121805472	121807472
9	1	ENSMUST00000050327	ENSMUSG00000044534	121805581	121807581
9	-1	ENSMUST00000062474	ENSMUSG00000050445	121821473	121823473
9	1	ENSMUST00000063103	ENSMUSG00000043773	121845252	121847252
9	1	ENSMUST00000043011	ENSMUSG00000038233	121858103	121860103
9	1	ENSMUST00000098269	ENSMUSG00000038233	121859851	121861851
9	-1	ENSMUST00000166228	ENSMUSG00000066235	121889015	121891015
9	1	ENSMUST00000131169	ENSMUSG00000038145	122067189	122069189
9	1	ENSMUST00000151872	ENSMUSG00000038145	122070986	122072986
9	1	ENSMUST00000145384	ENSMUSG00000038145	122073861	122075861
9	-1	ENSMUST00000098267	ENSMUSG00000074000	122213247	122215247
9	1	ENSMUST00000035128	ENSMUSG00000032540	122258847	122260847
9	1	ENSMUST00000154161	ENSMUSG00000032540	122270770	122272770
9	1	ENSMUST00000148718	ENSMUSG00000086476	122479618	122481618
9	1	ENSMUST00000083480	ENSMUSG00000065414	122589993	122591993
9	1	ENSMUST00000052740	ENSMUSG00000046603	122712656	122714656
9	1	ENSMUST00000169506	ENSMUSG00000046603	122712664	122714664
9	1	ENSMUST00000149659	ENSMUSG00000046603	122712678	122714678
9	1	ENSMUST00000136274	ENSMUSG00000046603	122712713	122714713
9	1	ENSMUST00000157461	ENSMUSG00000088086	122719681	122721681
9	-1	ENSMUST00000056467	ENSMUSG00000047036	122759031	122761031
9	-1	ENSMUST00000131484	ENSMUSG00000086343	122792197	122794197
9	1	ENSMUST00000063980	ENSMUSG00000063488	122795588	122797588
9	-1	ENSMUST00000155444	ENSMUSG00000086343	122802488	122804488
9	1	ENSMUST00000051667	ENSMUSG00000057895	122830189	122832189
9	1	ENSMUST00000148851	ENSMUSG00000057895	122830216	122832216
9	-1	ENSMUST00000035154	ENSMUSG00000032551	122852206	122854206
9	-1	ENSMUST00000118422	ENSMUSG00000032551	122854652	122856652
9	1	ENSMUST00000040717	ENSMUSG00000036768	122858198	122860198
9	1	ENSMUST00000084733	ENSMUSG00000066233	122928443	122930443
9	1	ENSMUST00000143364	ENSMUSG00000025787	122941856	122943856
9	1	ENSMUST00000128572	ENSMUSG00000025787	122947549	122949549
9	-1	ENSMUST00000140497	ENSMUSG00000025786	122973277	122975277
9	-1	ENSMUST00000147563	ENSMUSG00000025786	122981263	122983263
9	-1	ENSMUST00000026892	ENSMUSG00000025786	122983949	122985949
9	-1	ENSMUST00000155778	ENSMUSG00000025786	122984617	122986617
9	-1	ENSMUST00000138622	ENSMUSG00000025786	122985157	122987157
9	-1	ENSMUST00000129862	ENSMUSG00000025786	122985417	122987417
9	-1	ENSMUST00000152396	ENSMUSG00000025786	122987475	122989475
9	-1	ENSMUST00000129151	ENSMUSG00000025786	122989965	122991965
9	-1	ENSMUST00000150679	ENSMUSG00000025786	122991413	122993413
9	-1	ENSMUST00000123937	ENSMUSG00000025786	122996150	122998150
9	-1	ENSMUST00000130717	ENSMUSG00000025786	123007437	123009437
9	1	ENSMUST00000026891	ENSMUSG00000025785	123020332	123022332
9	1	ENSMUST00000159376	ENSMUSG00000025785	123020375	123022375
9	1	ENSMUST00000161569	ENSMUSG00000025785	123033502	123035502
9	1	ENSMUST00000026890	ENSMUSG00000025784	123058063	123060063
9	1	ENSMUST00000104471	ENSMUSG00000077659	123069488	123071488
9	-1	ENSMUST00000039229	ENSMUSG00000035498	123077941	123079941
9	-1	ENSMUST00000148158	ENSMUSG00000035498	123080181	123082181
9	-1	ENSMUST00000140915	ENSMUSG00000035498	123087880	123089880
9	-1	ENSMUST00000068140	ENSMUSG00000054871	123166175	123168175
9	-1	ENSMUST00000072166	ENSMUSG00000058492	123214625	123216625
9	1	ENSMUST00000026269	ENSMUSG00000025239	123385818	123387818
9	-1	ENSMUST00000166800	ENSMUSG00000025243	123500937	123502937
9	-1	ENSMUST00000026273	ENSMUSG00000025243	123500940	123502940
9	-1	ENSMUST00000171122	ENSMUSG00000025243	123501940	123503940
9	-1	ENSMUST00000168824	ENSMUSG00000025243	123501946	123503946
9	-1	ENSMUST00000163397	ENSMUSG00000025243	123514706	123516706
9	-1	ENSMUST00000164241	ENSMUSG00000025243	123516310	123518310
9	1	ENSMUST00000164734	ENSMUSG00000091172	123542505	123544505
9	-1	ENSMUST00000040960	ENSMUSG00000036814	123543239	123545239
9	-1	ENSMUST00000171647	ENSMUSG00000036814	123544113	123546113
9	-1	ENSMUST00000170591	ENSMUSG00000036814	123563386	123565386
9	-1	ENSMUST00000040649	ENSMUSG00000058922	123596347	123598347
9	-1	ENSMUST00000168019	ENSMUSG00000058922	123596350	123598350
9	-1	ENSMUST00000165754	ENSMUSG00000025245	123601533	123603533
9	-1	ENSMUST00000026274	ENSMUSG00000025245	123604129	123606129
9	-1	ENSMUST00000166097	ENSMUSG00000025245	123604129	123606129
9	-1	ENSMUST00000098258	ENSMUSG00000025245	123604129	123606129
9	-1	ENSMUST00000168921	ENSMUSG00000025245	123607170	123609170
9	-1	ENSMUST00000172067	ENSMUSG00000025245	123613278	123615278
9	-1	ENSMUST00000163207	ENSMUSG00000025245	123615026	123617026
9	-1	ENSMUST00000168923	ENSMUSG00000025245	123619596	123621596
9	-1	ENSMUST00000166184	ENSMUSG00000025245	123619600	123621600
9	-1	ENSMUST00000165799	ENSMUSG00000025245	123622003	123624003
9	1	ENSMUST00000172274	ENSMUSG00000091149	123669620	123671620
9	1	ENSMUST00000166236	ENSMUSG00000029530	123674328	123676328
9	1	ENSMUST00000111454	ENSMUSG00000029530	123674344	123676344
9	1	ENSMUST00000168910	ENSMUSG00000029530	123674346	123676346
9	-1	ENSMUST00000172093	ENSMUSG00000091661	123679302	123681302
9	1	ENSMUST00000049810	ENSMUSG00000048521	123713594	123715594
9	-1	ENSMUST00000078755	ENSMUSG00000060509	123759435	123761435
9	1	ENSMUST00000111443	ENSMUSG00000079228	123834859	123836859
9	-1	ENSMUST00000175197	ENSMUSG00000092938	123860201	123862201
9	-1	ENSMUST00000026911	ENSMUSG00000025804	123874958	123876958
9	-1	ENSMUST00000071404	ENSMUSG00000064039	123889781	123891781
9	1	ENSMUST00000039171	ENSMUSG00000035448	123934702	123936702
9	1	ENSMUST00000165925	ENSMUSG00000035448	123934703	123936703
9	1	ENSMUST00000171719	ENSMUSG00000049103	124014688	124016688
9	1	ENSMUST00000168841	ENSMUSG00000049103	124014896	124016896
9	1	ENSMUST00000165984	ENSMUSG00000049103	124014921	124016921
9	1	ENSMUST00000055918	ENSMUSG00000049103	124014921	124016921
9	1	ENSMUST00000111442	ENSMUSG00000079227	124034281	124036281
9	1	ENSMUST00000168179	ENSMUSG00000079227	124034311	124036311
9	1	ENSMUST00000169553	ENSMUSG00000079227	124034311	124036311
9	1	ENSMUST00000171499	ENSMUSG00000079227	124034319	124036319
9	1	ENSMUST00000171579	ENSMUSG00000079227	124039422	124041422
9	1	ENSMUST00000097855	ENSMUSG00000079227	124041486	124043486
M	1	ENSMUST00000082387	ENSMUSG00000064336	-2000	0
M	1	ENSMUST00000082388	ENSMUSG00000064337	-1931	69
M	1	ENSMUST00000082389	ENSMUSG00000064338	-976	1024
M	1	ENSMUST00000082390	ENSMUSG00000064339	-907	1093
M	1	ENSMUST00000082391	ENSMUSG00000064340	675	2675
M	1	ENSMUST00000082392	ENSMUSG00000064341	750	2750
M	1	ENSMUST00000082393	ENSMUSG00000064342	1705	3705
M	-1	ENSMUST00000082394	ENSMUSG00000064343	1771	3771
M	1	ENSMUST00000082395	ENSMUSG00000064344	1844	3844
M	1	ENSMUST00000082396	ENSMUSG00000064345	1913	3913
M	1	ENSMUST00000082397	ENSMUSG00000064346	2949	4949
M	-1	ENSMUST00000082398	ENSMUSG00000064347	3017	5017
M	-1	ENSMUST00000082399	ENSMUSG00000064348	3088	5088
M	-1	ENSMUST00000082400	ENSMUSG00000064349	3191	5191
M	-1	ENSMUST00000082401	ENSMUSG00000064350	3259	5259
M	1	ENSMUST00000082402	ENSMUSG00000064351	3327	5327
M	-1	ENSMUST00000082403	ENSMUSG00000064352	4869	6869
M	1	ENSMUST00000082404	ENSMUSG00000064353	4941	6941
M	1	ENSMUST00000082405	ENSMUSG00000064354	5012	7012
M	1	ENSMUST00000082406	ENSMUSG00000064355	5699	7699
M	1	ENSMUST00000082407	ENSMUSG00000064356	5765	7765
M	1	ENSMUST00000082408	ENSMUSG00000064357	5926	7926
M	1	ENSMUST00000082409	ENSMUSG00000064358	6606	8606
M	1	ENSMUST00000082410	ENSMUSG00000064359	7390	9390
M	1	ENSMUST00000082411	ENSMUSG00000064360	7458	9458
M	1	ENSMUST00000082412	ENSMUSG00000064361	7807	9807
M	1	ENSMUST00000084013	ENSMUSG00000065947	7876	9876
M	1	ENSMUST00000082414	ENSMUSG00000064363	8166	10166
M	1	ENSMUST00000082415	ENSMUSG00000064364	9545	11545
M	1	ENSMUST00000082416	ENSMUSG00000064365	9612	11612
M	1	ENSMUST00000082417	ENSMUSG00000064366	9670	11670
M	1	ENSMUST00000082418	ENSMUSG00000064367	9741	11741
M	-1	ENSMUST00000082419	ENSMUSG00000064368	11551	13551
M	-1	ENSMUST00000082420	ENSMUSG00000064369	12070	14070
M	1	ENSMUST00000082421	ENSMUSG00000064370	12144	14144
M	1	ENSMUST00000082422	ENSMUSG00000064371	13288	15288
M	-1	ENSMUST00000082423	ENSMUSG00000064372	13355	15355
X	1	ENSMUST00000033532	ENSMUSG00000031189	66611468	66613468
X	1	ENSMUST00000113063	ENSMUSG00000059203	134103146	134105146
X	1	ENSMUST00000130879	ENSMUSG00000059203	134103557	134105557
X	1	ENSMUST00000075471	ENSMUSG00000059203	134184258	134186258
X	-1	ENSMUST00000026014	ENSMUSG00000025038	16707174	16709174
X	1	ENSMUST00000033419	ENSMUSG00000031093	33426826	33428826
X	1	ENSMUST00000115266	ENSMUSG00000031093	33485391	33487391
X	1	ENSMUST00000140175	ENSMUSG00000031093	33549421	33551421
X	-1	ENSMUST00000113876	ENSMUSG00000025656	92242275	92244275
X	-1	ENSMUST00000113885	ENSMUSG00000025656	92242276	92244276
X	-1	ENSMUST00000113883	ENSMUSG00000025656	92242277	92244277
X	-1	ENSMUST00000113880	ENSMUSG00000025656	92242282	92244282
X	-1	ENSMUST00000113878	ENSMUSG00000025656	92242282	92244282
X	-1	ENSMUST00000113882	ENSMUSG00000025656	92242282	92244282
X	-1	ENSMUST00000113884	ENSMUSG00000025656	92243604	92245604
X	-1	ENSMUST00000128565	ENSMUSG00000025656	92243604	92245604
X	-1	ENSMUST00000113873	ENSMUSG00000025656	92245272	92247272
X	1	ENSMUST00000152916	ENSMUSG00000085715	100624855	100626855
X	-1	ENSMUST00000127786	ENSMUSG00000086503	100654572	100656572
X	1	ENSMUST00000113358	ENSMUSG00000034755	117401867	117403867
X	1	ENSMUST00000113364	ENSMUSG00000034755	117402011	117404011
X	-1	ENSMUST00000122031	ENSMUSG00000080940	150992692	150994692
X	1	ENSMUST00000101095	ENSMUSG00000031360	159337169	159339169
X	1	ENSMUST00000112303	ENSMUSG00000031360	159337536	159339536
X	1	ENSMUST00000033727	ENSMUSG00000031360	159337563	159339563
X	1	ENSMUST00000112302	ENSMUSG00000031360	159337700	159339700
X	1	ENSMUST00000112301	ENSMUSG00000031360	159337801	159339801
X	1	ENSMUST00000135094	ENSMUSG00000031360	159377105	159379105
X	1	ENSMUST00000119490	ENSMUSG00000082270	5240489	5242489
X	1	ENSMUST00000144715	ENSMUSG00000000134	7337685	7339685
X	1	ENSMUST00000132209	ENSMUSG00000000134	7337711	7339711
